,10,14,21,22,23,25,27,29,31,32
11,1052,50,187,1,20,4,707,448,136,145
17,171,1289,1192,864,139,444,957,986,2560,1245
20,381,1277,8278,663,209,192,1316,1638,2075,2584
24,279,689,1165,547,1048,43,1336,1096,2443,2137
26,25,457,308,510,43,1556,62,197,110,102
28,159,662,463,315,51,47,130,141,503,126
30,175,1355,615,734,190,383,392,372,4978,743
33,163,337,1528,248,128,64,1114,2059,1706,12012
34,327,440,812,231,147,106,1506,7963,330,1456
